City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
275,kargasok,92,RU,1552582147,95,59.06,80.87,34.62,4.5
276,agogo,64,GH,1552582148,68,6.8,-1.08,83.04,8.19
277,kintampo,56,GH,1552582148,61,8.05,-1.73,90.64,2.82
278,kimberley,0,ZA,1552579200,37,-28.74,24.76,84.2,5.17
279,pisco,20,PE,1552579200,30,-13.71,-76.2,71.6,10.29
280,amuntai,56,ID,1552582149,93,-2.42,115.25,73.32,1.03
281,broken hill,0,AU,1552579200,24,-31.97,141.45,66.2,8.05
282,hualmay,8,PE,1552582150,65,-11.1,-77.61,80.25,4.61
283,vila franca do campo,20,PT,1552582113,63,37.72,-25.43,60.8,12.75
284,ndioum,0,SN,1552582150,7,16.51,-14.65,93.16,8.97
285,jizan,0,SA,1552579200,58,16.89,42.56,86,8.05
286,karratha,0,AU,1552582151,50,-20.74,116.85,85.06,9.64
287,aripuana,44,BR,1552582151,56,-9.17,-60.63,91.45,3.94
288,santa rosalia,40,IT,1552582149,62,38.07,13.27,60.01,19.46
289,saldanha,0,PT,1552582152,38,41.42,-6.55,56.67,4.72
290,bull savanna,68,JM,1552582152,51,17.89,-77.59,84.3,5.95
291,nome,40,US,1552582131,33,30.04,-94.42,75.99,13.87
292,shikhany,0,RU,1552582153,76,52.12,47.22,16.57,4.38
293,bom sucesso,0,BR,1552582153,82,-21.03,-44.76,83.04,6.96
294,neiafu,40,TO,1552579200,78,-18.65,-173.98,77,11.41
295,waingapu,92,ID,1552582154,100,-9.65,120.26,73.27,3.6
296,norman wells,75,CA,1552579200,84,65.28,-126.83,-2.21,4.7
297,pozo colorado,92,PY,1552582154,100,-23.49,-58.8,74.8,5.84
298,libertador general san martin,48,AR,1552582155,72,-23.81,-64.79,78.09,4.05
299,baghmara,92,IN,1552582155,97,23.8,86.21,66.52,6.73
300,flin flon,20,CA,1552579200,62,54.77,-101.88,24.8,8.05
301,talnakh,48,RU,1552582155,76,69.49,88.39,8.88,10.42
302,nouakchott,0,MR,1552579200,6,18.08,-15.98,93.2,19.46
303,port hedland,88,AU,1552581000,62,-20.31,118.58,87.8,11.41
304,aykhal,64,RU,1552582156,73,65.95,111.51,8.74,5.17
305,varna,0,BG,1552579200,60,43.22,27.9,42.8,11.41
306,tabas,56,IR,1552582217,27,33.6,56.92,55.05,6.96
307,srednekolymsk,44,RU,1552582217,76,67.46,153.71,-11.92,2.37
308,chapais,90,CA,1552579200,83,49.78,-74.86,32,16.11
309,zlobin,20,HR,1552582187,50,45.29,14.65,53.6,8.05
310,katangli,76,RU,1552582218,97,51.71,143.23,19.72,3.83
311,college,1,US,1552582208,67,64.86,-147.8,28.99,8.05
312,grand haven,1,US,1552581986,76,43.06,-86.23,59,9.17
313,kazerun,76,IR,1552582219,58,29.62,51.65,55.32,5.61
314,nicoya,0,CR,1552579200,36,10.15,-85.45,91.4,13.87
315,alta floresta,40,BR,1552579200,66,-9.87,-56.08,87.8,2.24
316,sandwick,92,GB,1552582202,75,54.57,-2.89,48,24.16
317,marovoay,40,MG,1552579200,83,-16.11,46.64,82.4,4.7
318,adrar,0,DZ,1552579200,17,27.87,-0.29,86,10.29
319,kysyl-syr,0,RU,1552582222,67,63.9,122.77,-4.99,2.48
320,mount isa,0,AU,1552581000,23,-20.73,139.49,82.4,8.05
321,cabo san lucas,5,MX,1552581952,63,22.89,-109.91,73,3.36
322,florence,90,US,1552582068,83,34.8,-87.68,73,13.87
323,petropavlovsk-kamchatskiy,40,RU,1552579200,78,53.05,158.65,14,8.95
324,sitka,80,US,1552581905,59,37.17,-99.65,39.99,23
325,klaksvik,44,FO,1552580400,86,62.23,-6.59,41,4.7
326,mutare,92,MZ,1552582224,95,-18.97,32.67,65.8,6.85
327,northam,40,GB,1552582207,81,51.04,-4.21,54,19.46
328,saint-pierre,92,FR,1552582025,100,48.95,4.24,50,27.51
329,puerto colombia,20,CO,1552581932,58,10.99,-74.96,88,2.24
330,lichtenburg,88,ZA,1552582225,36,-26.15,26.16,77.82,6.51
331,mitsamiouli,20,KM,1552579200,78,-11.38,43.28,82.4,5.82
332,kaa-khem,0,RU,1552582226,70,51.7,94.56,16.12,3.38
333,koslan,0,RU,1552582226,75,63.46,48.9,9.6,3.49
334,oparino,76,RU,1552582226,77,59.85,48.28,25.75,2.59
335,yeppoon,80,AU,1552581000,88,-23.13,150.74,77,6.93
336,zermatt,92,CH,1552582206,80,46.02,7.75,42.8,8.05
337,quito,40,EC,1552581914,60,-0.22,-78.51,68,4.7
338,yarada,0,IN,1552581000,74,17.65,83.27,82.4,2.24
339,frankfort,40,US,1552582085,64,38.2,-84.87,72,24.16
340,muisne,40,EC,1552579200,88,0.61,-80.02,82.4,9.17
341,mahanoro,68,MG,1552582228,91,-19.9,48.8,74.26,4.61
342,coquimbo,90,CL,1552579200,87,-29.95,-71.34,60.8,8.05
343,tessalit,24,ML,1552582229,15,20.2,1.01,81.37,3.38
344,fairbanks,1,US,1552582005,67,64.84,-147.72,23,8.05
345,nanzhou,75,TW,1552582198,83,22.49,120.51,69.8,6.93
346,bonthe,0,SL,1552582230,54,7.53,-12.5,90.91,6.73
347,chico,75,US,1552582225,59,39.73,-121.84,54,6.93
348,juarez,0,AR,1552579200,28,-38.95,-67.92,69.8,11.41
349,nanortalik,0,GL,1552582231,100,60.14,-45.24,22.74,33.24
350,manaus,40,BR,1552579200,70,-3.13,-59.98,87.8,6.93
351,loandjili,40,CG,1552579200,84,-4.77,11.87,86,9.17
352,sinjar,56,SY,1552582231,76,35.59,37,51.94,15.23
353,umm lajj,0,SA,1552582232,95,25.02,37.27,63.87,10.65
354,hearst,92,CA,1552582232,94,49.69,-83.67,44.2,7.96
355,krasnyye baki,20,RU,1552582232,90,57.13,45.16,22.24,5.06
356,potosi,40,BO,1552579200,54,-19.59,-65.75,59,0.92
357,samfya,44,ZM,1552582293,95,-11.37,29.56,71.07,2.26
358,valea stanciului,75,RO,1552581925,70,43.99,23.87,46.99,3.36
359,maniitsoq,0,GL,1552582293,100,65.42,-52.9,5.05,5.17
360,payakumbuh,12,ID,1552582294,90,-0.23,100.63,71.07,2.15
361,warwick,90,US,1552582047,70,41.7,-71.42,50,11.41
362,matara,75,PE,1552579200,58,-13.74,-72.9,53.6,9.17
363,kalengwa,20,ZM,1552582295,80,-13.47,25,69.31,5.95
364,grindavik,75,IS,1552581000,100,63.84,-22.43,37.4,9.17
365,bondo,56,CD,1552582295,35,3.81,23.69,91.77,4.61
366,linhares,8,BR,1552582296,43,-19.38,-40.06,96.85,9.19
367,shimoda,24,JP,1552582211,63,34.7,138.93,39.99,5.01
368,pontianak,80,ID,1552582296,94,-0.02,109.34,78.18,2.48
369,araouane,0,ML,1552582297,13,18.9,-3.53,82.95,4.61
370,balaguer,0,ES,1552582055,47,41.79,0.81,61,21.92
371,parrita,0,CR,1552579200,44,9.52,-84.33,82.4,13.87
372,malanje,20,AO,1552582297,91,-9.54,16.35,70.75,4.5
373,lebedyn,68,UA,1552582298,67,50.58,34.48,33.18,7.74
374,veraval,90,FR,1552582282,93,49.65,0.71,52,19.46
375,raghogarh,0,IN,1552582299,65,24.45,77.19,58.83,6.73
376,husavik,76,CA,1552582241,70,50.56,-96.99,34,11.99
377,padang,20,ID,1552579200,94,-0.92,100.36,78.8,3.36
378,jumla,92,NP,1552582300,99,29.28,82.18,27.15,1.92
379,arman,0,RU,1552582300,27,59.7,150.17,-19.61,2.59
380,barcelos,0,PT,1552581919,62,41.53,-8.62,66.99,10.29
381,zelenets,0,RU,1552582300,83,53.83,48.02,18.33,8.41
382,pokrovka,44,RU,1552582301,77,43.95,131.63,22.2,3.49
383,rio verde de mato grosso,0,BR,1552582301,64,-18.92,-54.84,88.84,8.52
384,pregradnoye,24,RU,1552582302,72,45.82,41.75,39.52,16.24
385,hamilton,90,CA,1552582112,87,43.26,-79.87,46,6.93
386,fallon,1,US,1552578960,73,46.84,-105.12,24.8,16.11
387,shingu,12,JP,1552582303,100,33.72,135.99,48.07,8.41
388,necochea,100,AR,1552582299,73,-38.55,-58.74,73,8.01
389,severobaykalsk,88,RU,1552582304,85,55.65,109.32,15.22,1.03
390,poso,80,ID,1552582304,100,-1.4,120.75,77.73,1.59
391,shaunavon,0,CA,1552582304,95,49.65,-108.41,30.93,11.1
392,san andres,88,PH,1552582305,100,13.32,122.68,78.99,7.18
393,penne,0,IT,1552582171,66,42.45,13.93,53.6,5.82
394,hailar,0,CN,1552582306,56,49.2,119.7,4.65,3.38
395,sidi ali,0,DZ,1552582306,63,36.1,0.42,55.32,2.93
396,broome,20,GB,1552582274,57,52.47,1.45,53.6,25.28
397,tolmezzo,90,IT,1552582223,45,46.41,13.02,50,3.36
398,ust-omchug,32,RU,1552582307,37,61.13,149.63,-26.68,2.48
399,tazovskiy,64,RU,1552582307,78,67.47,78.7,10.81,17.02
400,beberibe,75,BR,1552579200,94,-4.18,-38.13,78.8,4.7
401,bon air,1,US,1552582203,49,37.52,-77.56,71.01,10.29
402,itarema,36,BR,1552582308,96,-2.92,-39.92,80.2,5.61
403,morant bay,20,JM,1552579200,51,17.88,-76.41,84.2,8.05
404,guangyuan,88,CN,1552582300,59,32.43,105.86,52,1.7
405,mikuni,40,JP,1552579200,100,36.22,136.15,33.8,5.82
406,baruun-urt,0,MN,1552582158,51,46.68,113.28,5.73,4.05
407,alofi,68,NU,1552579200,94,-19.06,-169.92,75.2,4.7
408,vardo,5,US,1552582365,45,39.62,-77.74,68,6.62
409,gushikawa,90,JP,1552581800,68,26.35,127.87,66.2,9.17
410,nuuk,20,GL,1552581773,56,64.17,-51.74,12.2,13.87
411,canutama,44,BR,1552582168,43,-6.53,-64.38,96.31,4.5
412,meulaboh,88,ID,1552582371,100,4.14,96.13,78.63,6.96
413,khash,0,IR,1552582371,52,28.22,61.21,39.16,2.71
414,itajuba,40,BR,1552581230,55,-22.43,-45.45,86,1.12
415,guerrero negro,0,MX,1552582372,87,27.97,-114.04,63.78,9.64
416,catio,0,GW,1552582372,20,11.28,-15.25,100.09,6.17
417,brae,20,GB,1552580400,75,60.4,-1.35,44.6,12.75
418,whitecourt,40,CA,1552579200,62,54.14,-115.68,19.4,3.36
419,marsa matruh,0,EG,1552582258,67,31.35,27.25,56.04,8.19
420,pingliang,20,CN,1552582333,53,35.54,106.68,39,2.59
421,stranda,75,NO,1552582204,74,62.31,6.93,39.99,3.36
422,meridian,75,US,1552579080,65,32.36,-88.7,78.8,24.16
423,savannah bight,0,HN,1552582374,90,16.45,-85.85,81.24,17.81
424,pacific grove,1,US,1552582330,46,36.62,-121.92,55,8.05
425,aden,0,YE,1552582375,95,12.79,45.03,79.53,19.26
426,nkhotakota,8,MW,1552582079,94,-12.93,34.3,73.95,2.71
427,matagami,0,NG,1552579200,11,9.67,8.4,89.6,13.87
428,whitehorse,75,CA,1552581904,74,60.72,-135.06,30,12.75
429,touros,75,BR,1552579200,70,-5.2,-35.46,87.8,16.11
430,cherskiy,48,RU,1552582267,39,68.75,161.3,-26.09,2.48
431,vanavara,80,RU,1552582377,76,60.35,102.28,31.15,8.97
432,mumford,12,GH,1552582262,71,5.26,-0.76,85.65,9.75
433,coihaique,40,CL,1552579200,51,-45.58,-72.07,60.8,4.7
434,yoichi,80,JP,1552581613,71,43.19,140.77,33.01,7.63
435,cardston,1,CA,1552579200,78,49.2,-113.32,17.6,9.17
436,poroshkovo,75,UA,1552582269,98,48.67,22.75,46.4,2.24
437,byron bay,0,AU,1552582114,83,-28.65,153.62,71.6,9.17
438,newala,0,TZ,1552582378,71,-10.94,39.28,77.5,7.96
439,jahazpur,0,IN,1552582379,52,25.62,75.28,60.63,5.73
440,mahajanga,40,MG,1552579200,83,-15.72,46.32,82.4,4.7
441,souillac,90,FR,1552581978,87,45.6,-0.6,51.8,21.92
442,mikhaylov,24,RU,1552582380,82,54.23,39.03,22.29,11.1
443,mendoza,0,AR,1552579200,50,-32.89,-68.84,77,8.05
444,pilar,0,AR,1552582261,53,-34.46,-58.91,78.01,9.17
445,kavaratti,0,IN,1552582231,99,10.57,72.64,83.62,10.2
446,lavrentiya,36,RU,1552582381,89,65.58,-170.99,21.3,25.19
447,awjilah,0,LY,1552582382,38,29.14,21.3,60.27,4.72
448,kodarma,92,IN,1552582382,94,24.47,85.59,66.25,11.65
449,cayenne,92,GF,1552581000,70,4.94,-52.33,84.2,9.17
450,vila velha,75,BR,1552582090,94,-3.71,-38.6,80.01,4.7
451,bikaner,0,IN,1552582383,62,28.02,73.32,62.25,8.41
452,goderich,92,CA,1552582142,82,43.74,-81.71,51.01,18.01
453,lengshuitan,88,CN,1552582384,92,26.41,111.6,54.19,3.71
454,matay,0,EG,1552582384,51,28.42,30.79,56.94,5.28
455,sao cristovao,75,BR,1552579200,88,-11.01,-37.21,78.8,6.93
456,kathmandu,75,NP,1552580400,42,27.71,85.32,64.4,2.26
457,maragogi,68,BR,1552582220,83,-9.01,-35.22,83.94,9.86
458,tahlequah,75,US,1552582113,52,35.92,-94.97,52,17.22
459,anderson,75,US,1552582445,63,34.51,-82.65,73.99,13.87
460,kirkwood,75,ZA,1552579200,78,-33.4,25.44,71.6,5.82
461,mayo,90,CA,1552579200,63,63.59,-135.9,28.4,4.83
462,gornyy,0,RU,1552582447,83,51.76,48.54,23.5,8.41
463,severo-kurilsk,44,RU,1552582448,100,50.68,156.12,26.2,7.29
464,sao jose de piranhas,8,BR,1552582448,100,-7.12,-38.5,79.8,2.71
465,kudahuvadhoo,80,MV,1552582448,98,2.67,72.89,85.65,5.39
466,la macarena,56,CO,1552582448,74,2.18,-73.79,80.34,2.37
467,itoman,75,JP,1552582405,63,26.12,127.67,66.2,9.17
468,tokur,12,RU,1552582449,74,53.13,132.9,3.79,1.7
469,ayan,20,TR,1552582449,88,40.67,33.6,39.61,2.15
470,ilulissat,75,GL,1552578600,55,69.22,-51.1,6.8,9.17
471,la ronge,90,CA,1552579200,73,55.1,-105.3,24.8,9.17
472,latung,100,ID,1552582450,100,-8.45,120.42,70.17,3.27
473,samarai,92,PG,1552582451,100,-10.62,150.67,76.47,19.71
474,jiexiu,0,CN,1552582451,49,37.02,111.92,28.77,5.95
475,bathsheba,20,BB,1552579200,62,13.22,-59.52,84.2,18.34
476,roald,75,NO,1552582204,97,62.58,6.12,39.99,4.7
477,waipawa,32,NZ,1552581857,95,-39.94,176.59,59,2.93
478,longyearbyen,40,NO,1552580400,70,78.22,15.63,-0.41,6.93
479,erzin,75,TR,1552580400,76,36.95,36.2,57.2,5.82
480,haines junction,12,CA,1552582252,75,60.75,-137.51,22.6,3.38
481,quatre cocos,40,MU,1552582145,74,-20.21,57.76,80.6,3.36
482,kontagora,8,NG,1552582453,19,10.4,5.47,93.39,6.96
483,lorengau,56,PG,1552582277,100,-2.02,147.27,79.75,13.22
484,cockburn town,48,TC,1552582454,100,21.46,-71.14,76.24,19.04
485,dalby,36,AU,1552582248,83,-27.18,151.26,72,9.17
486,hauterive,90,FR,1552582215,62,46.09,3.45,51.8,14.99
487,ormara,0,PK,1552582455,89,25.21,64.64,69.9,8.41
488,norfolk,1,US,1552582406,52,36.85,-76.29,71.01,14.99
489,winnemucca,1,US,1552581928,73,40.97,-117.74,32,3.36
490,igarka,48,RU,1552582455,82,67.47,86.57,7.53,10.65
491,hasaki,0,JP,1552581000,51,35.73,140.83,39.2,8.05
492,ugoofaaru,8,MV,1552582456,97,5.67,73,84.34,9.42
493,nouadhibou,0,MR,1552579200,18,20.93,-17.03,87.8,13.87
494,fare,56,PF,1552582457,100,-16.7,-151.02,80.92,11.77
495,kununurra,12,AU,1552581000,83,-15.77,128.74,80.6,2.59
496,kamiiso,36,JP,1552582457,90,41.82,140.65,26.7,3.49
497,merauke,36,ID,1552582457,100,-8.49,140.4,77.41,16.13
498,palencia,0,ES,1552582221,37,42.01,-4.53,61,9.17
499,novikovo,44,UA,1552582458,100,45.05,34.56,33.85,4.72
500,shahrud,56,IR,1552582458,77,36.42,54.97,37.32,3.6
501,ashland,1,US,1552582352,40,38.48,-82.64,78.01,12.75
502,chagoda,88,RU,1552582459,92,59.16,35.33,28.81,10.42
503,stykkisholmur,88,IS,1552582460,94,65.08,-22.73,36.87,5.61
504,pathein,0,MM,1552582261,88,16.78,94.73,76.83,6.85
505,sherlovaya gora,8,RU,1552582460,50,50.53,116.31,3.61,5.61
506,belyy yar,0,RU,1552581000,47,53.6,91.39,33.8,4.47
507,eenhana,40,NA,1552579200,48,-17.48,16.34,86,3.36
508,xiongyue,88,CN,1552582464,59,40.18,122.12,18.82,2.93
509,aguimes,20,ES,1552582385,68,27.91,-15.45,69.01,21.92
510,biak,76,ID,1552582525,94,-0.91,122.88,77.82,3.6
511,conceicao do araguaia,12,BR,1552582478,91,-8.26,-49.26,86.95,3.94
512,chase,40,US,1552582505,87,43.89,-85.64,55.99,6.93
513,wagar,100,US,1552582423,84,31.44,-87.99,75.99,3
514,sambava,76,MG,1552582527,100,-14.27,50.17,79.12,11.43
515,berlevag,20,NO,1552578600,79,70.86,29.09,21.2,33.33
516,arlit,24,NE,1552582527,41,18.74,7.39,82.59,1.92
517,vila,0,IT,1552582523,24,45.18,8.4,62.6,4.7
518,san quintin,20,PH,1552582529,85,17.54,120.52,69.63,3.71
519,ahuimanu,40,US,1552582514,83,21.44,-157.84,71.6,4.7
520,markova,20,RU,1552582097,92,52.21,104.21,30.2,6.71
521,mogadouro,0,PT,1552582530,38,41.34,-6.71,56.67,4.72
522,saint-augustin,75,FR,1552582448,87,44.83,-0.61,55,16.11
523,maple creek,0,CA,1552582530,89,49.91,-109.46,31.87,9.98
524,dzhebariki-khaya,68,RU,1552582530,76,62.22,135.8,6.94,2.59
525,santiago del estero,12,AR,1552582531,56,-27.8,-64.26,87.18,9.98
526,bridgetown,20,CA,1552581990,93,44.84,-65.29,43,10.29
527,gondanglegi,12,ID,1552582531,87,-7.75,112.01,69.85,4.94
528,salinas,1,US,1552582520,75,36.67,-121.66,55,8.05
529,san carlos de bariloche,40,AR,1552579200,37,-41.13,-71.31,57.2,4.7
530,kasangulu,40,CD,1552579200,47,-4.59,15.17,95,6.93
531,roma,0,IT,1552582444,62,41.89,12.48,60.8,12.75
532,oyama,75,JP,1552582352,59,36.31,139.8,48,3.36
533,hovd,40,NO,1552582505,74,63.83,10.7,41,1.12
534,tabou,0,CI,1552582534,95,4.42,-7.36,85.15,10.65
535,madaoua,0,NE,1552582534,19,14.07,5.96,92.67,5.95
536,sar-e pul,0,AF,1552582534,68,36.22,65.93,33.09,4.27
537,guane,64,CU,1552582535,66,22.2,-84.09,82.68,8.75
538,twin falls,1,US,1552582228,54,42.57,-114.46,33.01,16.11
539,leh,68,IN,1552582535,58,34.16,77.58,-5.71,0.69
540,tefe,40,BR,1552579200,63,-3.35,-64.71,91.4,11.41
541,digri,0,PK,1552582536,50,25.16,69.11,67.29,6.62
542,sicamous,40,CA,1552582447,92,50.84,-118.99,32,1.81
543,sao caetano do sul,75,BR,1552581904,54,-23.62,-46.55,88,9.17
544,rapid valley,20,US,1552582530,92,44.06,-103.15,33.01,34.45
545,gamba,20,CN,1552582537,55,28.28,88.52,-0.94,2.82
546,xuddur,0,SO,1552582537,35,4.12,43.89,82.14,10.54
547,great bend,90,US,1552581988,69,38.36,-98.78,39,29.97
548,opuwo,48,NA,1552582538,67,-18.06,13.84,73.45,2.82
549,el sauzal,75,AR,1552579200,69,-24.3,-64.96,75.2,5.82
550,buala,8,SB,1552582539,93,-8.15,159.59,81.01,6.17
551,vierzon,90,FR,1552582503,87,47.22,2.07,51.01,13.87
